account_id,account_name,industry,region,segment,lifecycle_stage,company_size,created_at
10412,Account 10412,Healthcare,EMEA,mid_market,customer,75,2024-12-15
10413,Account 10413,Fintech,APAC,startup,customer,150,2024-01-17
10414,Account 10414,Retail,NA,enterprise,trial,150,2025-01-29
10415,Account 10415,Healthcare,NA,startup,customer,900,2025-05-20
10416,Account 10416,Retail,APAC,startup,customer,75,2024-03-06
10417,Account 10417,Retail,APAC,startup,customer,2500,2024-03-08
10418,Account 10418,Healthcare,NA,mid_market,trial,150,2024-06-26
10419,Account 10419,Logistics,APAC,startup,lead,75,2025-07-02
10420,Account 10420,Healthcare,NA,enterprise,customer,150,2024-12-08
10421,Account 10421,Logistics,NA,mid_market,customer,150,2025-09-26
10422,Account 10422,Logistics,EMEA,startup,customer,75,2025-07-21
10423,Account 10423,Healthcare,NA,startup,customer,150,2024-12-26
10424,Account 10424,Retail,EMEA,startup,trial,25,2025-03-17
10425,Account 10425,Fintech,NA,mid_market,customer,75,2024-08-03
10426,Account 10426,Logistics,EMEA,enterprise,churned,150,2024-02-28
10427,Account 10427,Retail,NA,startup,customer,150,2024-09-16
10428,Account 10428,Logistics,NA,enterprise,customer,900,2025-01-19
10429,Account 10429,Fintech,NA,startup,customer,75,2024-04-28
10430,Account 10430,Retail,NA,enterprise,customer,,2024-05-24
10431,Account 10431,Healthcare,EMEA,enterprise,customer,900,2024-01-10
10432,Account 10432,SaaS,NA,mid_market,customer,,2025-04-22
10433,Account 10433,SaaS,NA,mid_market,customer,900,2025-08-07
10434,Account 10434,Healthcare,NA,enterprise,customer,25,2025-06-21
10435,Account 10435,Fintech,NA,startup,lead,150,2024-09-03
10436,Account 10436,SaaS,APAC,startup,trial,75,2025-01-20
10437,Account 10437,Healthcare,NA,startup,customer,900,2025-09-16
10438,Account 10438,Retail,LATAM,mid_market,customer,150,2025-01-19
10439,Account 10439,Fintech,NA,mid_market,customer,75,2024-07-11
10440,Account 10440,Logistics,EMEA,mid_market,customer,2500,2024-08-08
10441,Account 10441,Retail,NA,enterprise,customer,25,2025-04-17
10442,Account 10442,Healthcare,NA,startup,customer,150,2024-10-17
10443,Account 10443,Logistics,APAC,mid_market,trial,400,2025-06-28
10444,Account 10444,Healthcare,LATAM,startup,customer,25,2025-07-15
10445,Account 10445,SaaS,APAC,startup,customer,400,2024-01-24
10446,Account 10446,SaaS,NA,mid_market,customer,900,2025-04-15
10447,Account 10447,Logistics,NA,enterprise,trial,25,2024-08-28
10448,Account 10448,Logistics,EMEA,mid_market,customer,150,2024-12-03
10449,Account 10449,Retail,NA,startup,churned,75,2024-06-21
10450,Account 10450,SaaS,EMEA,mid_market,customer,400,2024-08-27
10451,Account 10451,Fintech,EMEA,startup,customer,25,2024-08-02
10452,Account 10452,SaaS,NA,enterprise,churned,2500,2024-02-02
10453,Account 10453,SaaS,APAC,mid_market,customer,2500,2025-05-23
10454,Account 10454,Fintech,EMEA,startup,customer,75,2024-04-02
10455,Account 10455,Healthcare,NA,startup,customer,75,2024-09-01
10456,Account 10456,SaaS,NA,startup,churned,150,2024-05-05
10457,Account 10457,Logistics,EMEA,enterprise,lead,400,2024-04-14
10458,Account 10458,Healthcare,NA,mid_market,customer,150,2024-08-30
10459,Account 10459,Fintech,NA,mid_market,customer,25,2025-08-20
10460,Account 10460,Healthcare,NA,mid_market,customer,25,2025-09-05
10461,Account 10461,Retail,EMEA,mid_market,customer,,2024-09-05
10462,Account 10462,Fintech,APAC,startup,customer,150,2024-11-24
10463,Account 10463,SaaS,EMEA,enterprise,churned,900,2025-10-02
10464,Account 10464,SaaS,NA,startup,customer,150,2024-06-01
10465,Account 10465,Logistics,NA,mid_market,customer,2500,2025-09-06
10466,Account 10466,SaaS,NA,mid_market,customer,25,2024-03-09
10467,Account 10467,Retail,NA,mid_market,customer,25,2024-05-26
10468,Account 10468,Fintech,EMEA,enterprise,customer,2500,2024-08-07
10469,Account 10469,Retail,EMEA,startup,customer,,2024-01-25
10470,Account 10470,SaaS,NA,mid_market,customer,75,2025-06-14
10471,Account 10471,Logistics,NA,startup,lead,75,2025-07-10
10472,Account 10472,Retail,NA,mid_market,trial,150,2024-09-06
10473,Account 10473,Healthcare,APAC,startup,customer,150,2025-06-27
10474,Account 10474,Fintech,EMEA,startup,customer,75,2025-05-17
10475,Account 10475,Logistics,NA,startup,customer,2500,2025-06-04
10476,Account 10476,Fintech,APAC,startup,lead,75,2025-06-05
10477,Account 10477,Healthcare,NA,mid_market,customer,400,2025-01-07
10478,Account 10478,Fintech,NA,mid_market,customer,25,2024-03-13
10479,Account 10479,Fintech,APAC,mid_market,lead,25,2025-08-23
10480,Account 10480,Healthcare,NA,startup,customer,400,2025-01-30
10481,Account 10481,SaaS,NA,startup,churned,75,2025-08-08
10482,Account 10482,SaaS,EMEA,startup,lead,400,2025-09-15
10483,Account 10483,Fintech,NA,mid_market,customer,25,2024-05-01
10484,Account 10484,SaaS,EMEA,startup,trial,,2024-09-18
10485,Account 10485,Healthcare,NA,startup,customer,400,2024-05-05
10486,Account 10486,Logistics,NA,startup,customer,900,2024-02-03
10487,Account 10487,SaaS,NA,mid_market,customer,25,2025-09-20
10488,Account 10488,SaaS,NA,startup,trial,75,2025-08-23
10489,Account 10489,SaaS,NA,mid_market,customer,75,2025-08-28
10490,Account 10490,Healthcare,NA,mid_market,customer,150,2025-07-28
10491,Account 10491,Fintech,APAC,mid_market,trial,75,2025-02-25
10492,Account 10492,Healthcare,NA,mid_market,trial,25,2024-12-05
10493,Account 10493,SaaS,NA,mid_market,lead,75,2025-10-06
10494,Account 10494,Fintech,NA,startup,churned,75,2024-12-24
10495,Account 10495,Healthcare,NA,mid_market,customer,150,2025-02-21
10496,Account 10496,Healthcare,NA,mid_market,customer,75,2024-05-17
10497,Account 10497,Healthcare,EMEA,mid_market,customer,75,2025-04-30
10498,Account 10498,Retail,NA,mid_market,customer,400,2025-06-16
10499,Account 10499,Healthcare,APAC,startup,customer,150,2025-03-17
10500,Account 10500,Logistics,APAC,mid_market,customer,75,2024-11-20
10362,Account 10362,SaaS,NA,startup,customer,150,2025-06-22
10074,Account 10074,Healthcare,EMEA,startup,customer,400,2025-07-31
10375,Account 10375,Logistics,NA,startup,customer,150,2024-05-03
10156,Account 10156,Healthcare,EMEA,mid_market,customer,150,2024-05-08
10105,Account 10105,Fintech,NA,mid_market,customer,900,2024-05-17
