ticket_id,account_id,created_at,category,priority,resolved_hours
502,10229,2026-01-16 00:00:00,bug,medium,20.7
503,10233,2026-02-05 00:00:00,integration,medium,38.0
504,10233,2026-02-27 00:00:00,how_to,medium,51.6
505,10233,2026-04-12 00:00:00,billing,high,41.1
506,10233,2026-02-14 00:00:00,integration,low,1.0
507,10235,2026-04-18 00:00:00,bug,low,29.0
508,10236,2026-02-26 00:00:00,how_to,low,7.4
509,10236,2026-01-11 00:00:00,how_to,high,33.7
510,10236,2026-02-26 00:00:00,how_to,low,23.0
511,10237,2026-01-27 00:00:00,billing,high,19.2
512,10237,2026-01-24 00:00:00,bug,urgent,40.4
513,10237,2026-02-07 00:00:00,billing,medium,48.9
514,10237,2026-03-24 00:00:00,integration,medium,39.7
515,10237,2026-04-13 00:00:00,bug,medium,22.2
516,10237,2026-04-19 00:00:00,billing,low,39.5
517,10239,2026-01-01 00:00:00,integration,low,19.3
518,10240,2026-03-05 00:00:00,integration,low,64.2
519,10241,2026-03-31 00:00:00,bug,medium,25.0
520,10241,2026-02-08 00:00:00,integration,low,16.2
521,10241,2026-04-17 00:00:00,integration,medium,35.8
522,10241,2026-02-10 00:00:00,integration,low,5.1
523,10241,2026-03-08 00:00:00,bug,urgent,25.0
524,10241,2026-04-30 00:00:00,integration,medium,25.2
525,10241,2026-04-08 00:00:00,billing,low,27.9
526,10241,2026-01-12 00:00:00,billing,high,38.1
527,10242,2026-03-05 00:00:00,how_to,low,13.2
528,10244,2026-04-28 00:00:00,how_to,medium,31.9
529,10246,2026-01-08 00:00:00,billing,medium,13.5
530,10246,2026-04-11 00:00:00,integration,medium,15.7
531,10246,2026-04-12 00:00:00,billing,medium,20.5
532,10246,2026-01-10 00:00:00,integration,low,27.5
533,10246,2026-01-21 00:00:00,how_to,high,71.5
534,10246,2026-02-24 00:00:00,billing,low,1.0
535,10246,2026-03-13 00:00:00,how_to,medium,38.3
536,10248,2026-01-31 00:00:00,billing,medium,21.3
537,10248,2026-02-16 00:00:00,bug,low,18.7
538,10250,2026-02-16 00:00:00,billing,high,21.0
539,10251,2026-04-04 00:00:00,bug,low,17.8
540,10251,2026-02-19 00:00:00,integration,medium,13.4
541,10251,2026-04-08 00:00:00,how_to,medium,1.4
542,10252,2026-04-12 00:00:00,bug,high,26.8
543,10252,2026-04-17 00:00:00,billing,low,25.1
544,10252,2026-01-15 00:00:00,how_to,low,46.7
545,10252,2026-02-19 00:00:00,bug,medium,30.4
546,10252,2026-03-26 00:00:00,how_to,low,55.4
547,10252,2026-02-27 00:00:00,how_to,high,28.8
548,10252,2026-01-13 00:00:00,integration,urgent,64.8
549,10252,2026-02-08 00:00:00,how_to,medium,16.1
550,10253,2026-01-14 00:00:00,how_to,medium,30.7
551,10253,2026-04-11 00:00:00,integration,low,21.4
552,10254,2026-04-06 00:00:00,integration,low,26.0
553,10254,2026-03-04 00:00:00,how_to,low,29.4
554,10256,2026-04-17 00:00:00,bug,urgent,22.8
555,10256,2026-02-12 00:00:00,how_to,high,17.5
556,10256,2026-01-26 00:00:00,how_to,high,58.9
557,10256,2026-01-18 00:00:00,integration,medium,19.5
558,10257,2026-03-08 00:00:00,billing,low,21.1
559,10257,2026-02-20 00:00:00,how_to,medium,39.8
560,10257,2026-01-05 00:00:00,bug,medium,1.0
561,10257,2026-01-08 00:00:00,bug,medium,49.9
562,10257,2026-02-23 00:00:00,bug,low,20.0
563,10257,2026-01-17 00:00:00,how_to,medium,37.1
564,10259,2026-02-16 00:00:00,billing,low,43.4
565,10259,2026-02-11 00:00:00,integration,urgent,34.8
566,10260,2026-04-17 00:00:00,billing,low,28.6
567,10260,2026-01-31 00:00:00,integration,low,16.7
568,10260,2026-01-19 00:00:00,billing,low,12.9
569,10262,2026-02-09 00:00:00,billing,high,38.0
570,10262,2026-03-09 00:00:00,billing,high,31.4
571,10262,2026-01-26 00:00:00,integration,medium,25.6
572,10262,2026-03-26 00:00:00,how_to,medium,41.0
573,10262,2026-03-29 00:00:00,bug,low,18.7
574,10262,2026-03-19 00:00:00,integration,low,38.9
575,10264,2026-03-21 00:00:00,integration,low,14.9
576,10265,2026-04-27 00:00:00,billing,low,31.4
577,10265,2026-03-16 00:00:00,how_to,low,48.6
578,10266,2026-04-15 00:00:00,integration,medium,25.4
579,10268,2026-02-05 00:00:00,bug,high,31.5
580,10268,2026-04-01 00:00:00,billing,high,35.5
581,10268,2026-04-05 00:00:00,billing,low,41.2
582,10268,2026-03-23 00:00:00,bug,medium,9.4
583,10268,2026-03-14 00:00:00,integration,medium,37.5
584,10269,2026-04-15 00:00:00,bug,medium,26.8
585,10271,2026-01-15 00:00:00,integration,low,45.7
586,10272,2026-04-21 00:00:00,integration,low,23.8
587,10273,2026-03-16 00:00:00,integration,high,8.5
588,10274,2026-03-17 00:00:00,bug,low,36.6
589,10275,2026-03-17 00:00:00,billing,urgent,55.9
590,10275,2026-01-10 00:00:00,how_to,low,20.6
591,10275,2026-03-18 00:00:00,bug,low,29.9
592,10276,2026-01-21 00:00:00,billing,medium,35.2
593,10276,2026-04-18 00:00:00,bug,low,26.9
594,10277,2026-02-26 00:00:00,billing,high,35.5
595,10278,2026-01-05 00:00:00,integration,high,28.1
596,10279,2026-04-11 00:00:00,bug,urgent,11.1
597,10279,2026-04-01 00:00:00,billing,urgent,35.1
598,10279,2026-04-27 00:00:00,bug,medium,18.6
599,10279,2026-03-18 00:00:00,integration,medium,33.6
600,10279,2026-01-24 00:00:00,billing,medium,6.0
601,10279,2026-01-25 00:00:00,integration,high,26.8
602,10279,2026-03-30 00:00:00,bug,medium,34.5
603,10280,2026-01-22 00:00:00,billing,medium,12.7
604,10280,2026-02-28 00:00:00,bug,urgent,34.8
605,10281,2026-03-29 00:00:00,billing,high,3.6
606,10282,2026-03-30 00:00:00,how_to,low,37.4
607,10284,2026-02-20 00:00:00,bug,medium,29.2
608,10285,2026-02-21 00:00:00,billing,medium,18.9
609,10285,2026-01-28 00:00:00,bug,low,29.9
610,10288,2026-04-10 00:00:00,how_to,low,46.1
611,10290,2026-04-30 00:00:00,how_to,medium,22.8
612,10291,2026-02-07 00:00:00,how_to,high,3.0
613,10291,2026-03-26 00:00:00,billing,medium,14.8
614,10291,2026-02-18 00:00:00,billing,medium,34.8
615,10292,2026-01-14 00:00:00,billing,medium,29.9
616,10293,2026-03-16 00:00:00,bug,medium,33.7
617,10293,2026-02-13 00:00:00,integration,low,33.1
618,10293,2026-03-07 00:00:00,how_to,high,36.2
619,10293,2026-03-18 00:00:00,billing,low,4.3
620,10293,2026-04-26 00:00:00,bug,low,27.4
621,10293,2026-02-08 00:00:00,integration,medium,40.8
622,10294,2026-03-23 00:00:00,integration,high,35.6
623,10294,2026-02-19 00:00:00,bug,urgent,40.8
624,10294,2026-02-20 00:00:00,how_to,low,29.1
625,10295,2026-04-02 00:00:00,integration,urgent,23.3
626,10295,2026-04-05 00:00:00,integration,medium,46.1
627,10295,2026-03-05 00:00:00,bug,medium,4.8
628,10296,2026-03-09 00:00:00,integration,medium,40.2
629,10296,2026-03-25 00:00:00,bug,high,26.7
630,10296,2026-02-15 00:00:00,bug,medium,1.0
631,10297,2026-04-13 00:00:00,integration,high,11.2
632,10297,2026-01-03 00:00:00,billing,low,17.7
633,10297,2026-04-08 00:00:00,billing,low,38.3
634,10298,2026-02-24 00:00:00,bug,medium,17.9
635,10299,2026-03-07 00:00:00,bug,urgent,33.1
636,10299,2026-01-21 00:00:00,integration,low,37.0
637,10300,2026-04-05 00:00:00,billing,low,33.8
638,10300,2026-04-26 00:00:00,bug,high,1.0
639,10300,2026-02-27 00:00:00,billing,low,50.5
640,10300,2026-04-08 00:00:00,how_to,low,32.0
641,10300,2026-01-14 00:00:00,bug,high,24.8
642,10303,2026-04-05 00:00:00,how_to,medium,28.7
643,10303,2026-01-14 00:00:00,billing,low,36.2
644,10304,2026-02-11 00:00:00,billing,medium,17.2
645,10305,2026-04-29 00:00:00,bug,high,13.1
646,10305,2026-02-03 00:00:00,integration,high,19.3
647,10306,2026-01-04 00:00:00,how_to,urgent,47.0
648,10307,2026-01-29 00:00:00,bug,low,11.1
649,10307,2026-03-09 00:00:00,how_to,medium,18.4
650,10308,2026-01-15 00:00:00,billing,medium,26.9
651,10308,2026-03-08 00:00:00,integration,medium,16.9
652,10310,2026-02-28 00:00:00,bug,medium,44.5
653,10310,2026-04-18 00:00:00,billing,medium,65.5
654,10310,2026-04-12 00:00:00,bug,medium,65.6
655,10316,2026-01-10 00:00:00,billing,low,27.3
656,10318,2026-04-08 00:00:00,billing,medium,26.7
657,10319,2026-03-28 00:00:00,billing,low,28.1
658,10320,2026-01-08 00:00:00,integration,low,44.5
659,10320,2026-02-21 00:00:00,bug,low,53.5
660,10320,2026-02-18 00:00:00,integration,low,68.5
661,10320,2026-03-03 00:00:00,integration,low,33.0
662,10320,2026-04-04 00:00:00,bug,low,14.7
663,10321,2026-02-10 00:00:00,how_to,medium,11.3
664,10321,2026-02-21 00:00:00,integration,low,36.1
665,10321,2026-04-20 00:00:00,billing,medium,33.2
666,10321,2026-03-27 00:00:00,how_to,low,54.8
667,10321,2026-02-20 00:00:00,bug,low,34.5
668,10323,2026-04-20 00:00:00,bug,low,36.7
669,10323,2026-01-03 00:00:00,how_to,low,38.7
670,10324,2026-03-21 00:00:00,billing,low,20.8
671,10325,2026-01-08 00:00:00,how_to,low,49.0
672,10325,2026-01-25 00:00:00,integration,low,42.9
673,10325,2026-02-15 00:00:00,integration,low,12.1
674,10325,2026-01-05 00:00:00,bug,low,26.1
675,10326,2026-04-28 00:00:00,bug,low,28.1
676,10326,2026-04-07 00:00:00,how_to,low,44.5
677,10327,2026-04-30 00:00:00,billing,medium,32.8
678,10327,2026-02-15 00:00:00,integration,medium,17.2
679,10327,2026-04-16 00:00:00,how_to,medium,10.4
680,10328,2026-02-14 00:00:00,bug,medium,39.6
681,10329,2026-01-24 00:00:00,integration,medium,27.7
682,10331,2026-03-03 00:00:00,how_to,low,27.7
683,10332,2026-04-04 00:00:00,integration,urgent,49.5
684,10333,2026-03-24 00:00:00,bug,low,20.1
685,10334,2026-03-14 00:00:00,how_to,medium,7.0
686,10334,2026-01-17 00:00:00,billing,low,25.0
687,10334,2026-02-17 00:00:00,billing,low,17.1
688,10334,2026-01-30 00:00:00,integration,high,38.4
689,10334,2026-03-09 00:00:00,how_to,medium,31.3
690,10334,2026-01-31 00:00:00,how_to,low,45.0
691,10335,2026-03-03 00:00:00,integration,low,41.3
692,10336,2026-02-04 00:00:00,how_to,medium,42.1
693,10336,2026-02-21 00:00:00,how_to,high,25.6
694,10336,2026-04-11 00:00:00,how_to,high,21.1
695,10336,2026-04-07 00:00:00,integration,high,6.8
696,10336,2026-04-15 00:00:00,billing,high,17.1
697,10336,2026-01-28 00:00:00,billing,low,25.2
698,10336,2026-02-19 00:00:00,bug,high,22.7
699,10337,2026-01-15 00:00:00,integration,low,19.3
700,10337,2026-03-18 00:00:00,bug,low,47.3
701,10337,2026-04-30 00:00:00,bug,urgent,47.3
702,10337,2026-03-13 00:00:00,integration,low,44.3
703,10338,2026-01-24 00:00:00,billing,low,39.1
704,10338,2026-02-06 00:00:00,how_to,low,20.7
705,10340,2026-03-27 00:00:00,how_to,low,8.3
706,10340,2026-02-26 00:00:00,billing,medium,62.8
707,10340,2026-04-21 00:00:00,billing,medium,1.0
708,10340,2026-03-20 00:00:00,billing,medium,21.9
709,10341,2026-03-25 00:00:00,bug,medium,48.0
710,10341,2026-02-21 00:00:00,billing,medium,23.5
711,10342,2026-02-21 00:00:00,billing,medium,40.1
712,10342,2026-03-01 00:00:00,integration,low,24.0
713,10342,2026-04-05 00:00:00,bug,medium,42.4
714,10342,2026-03-13 00:00:00,how_to,medium,23.9
715,10342,2026-01-30 00:00:00,integration,high,19.5
716,10342,2026-01-18 00:00:00,integration,medium,34.0
717,10342,2026-02-17 00:00:00,how_to,medium,40.9
718,10342,2026-04-22 00:00:00,billing,high,44.1
719,10343,2026-02-06 00:00:00,integration,medium,22.8
720,10343,2026-04-02 00:00:00,billing,low,13.9
721,10343,2026-01-17 00:00:00,how_to,high,41.1
722,10343,2026-03-24 00:00:00,bug,low,46.3
723,10343,2026-03-15 00:00:00,billing,medium,15.7
724,10343,2026-04-24 00:00:00,integration,medium,17.8
725,10343,2026-01-14 00:00:00,how_to,high,40.6
726,10343,2026-04-15 00:00:00,billing,medium,33.1
727,10343,2026-02-22 00:00:00,integration,medium,25.7
728,10343,2026-02-19 00:00:00,bug,low,45.8
729,10343,2026-04-30 00:00:00,how_to,low,20.1
730,10343,2026-02-24 00:00:00,bug,low,37.8
731,10343,2026-02-12 00:00:00,integration,high,39.9
732,10343,2026-02-04 00:00:00,billing,low,38.8
733,10344,2026-02-15 00:00:00,billing,medium,41.5
734,10346,2026-01-30 00:00:00,billing,urgent,9.1
735,10347,2026-01-03 00:00:00,integration,medium,39.9
736,10347,2026-04-26 00:00:00,bug,low,43.6
737,10348,2026-04-21 00:00:00,billing,urgent,13.6
738,10349,2026-02-07 00:00:00,billing,medium,42.9
739,10352,2026-01-20 00:00:00,integration,low,20.2
740,10353,2026-01-17 00:00:00,integration,medium,24.8
741,10353,2026-01-25 00:00:00,integration,medium,40.2
742,10353,2026-03-27 00:00:00,billing,low,32.5
743,10354,2026-03-10 00:00:00,integration,medium,40.9
744,10354,2026-03-21 00:00:00,integration,high,30.5
745,10354,2026-01-08 00:00:00,bug,low,40.6
746,10355,2026-01-29 00:00:00,bug,high,44.8
747,10355,2026-01-17 00:00:00,billing,high,36.4
748,10355,2026-04-21 00:00:00,bug,medium,33.2
749,10355,2026-01-25 00:00:00,integration,medium,27.3
750,10356,2026-02-24 00:00:00,bug,medium,54.0
751,10357,2026-04-29 00:00:00,billing,medium,54.5
752,10357,2026-01-12 00:00:00,bug,low,26.9
753,10357,2026-04-18 00:00:00,how_to,high,20.9
754,10357,2026-01-24 00:00:00,how_to,medium,34.5
755,10357,2026-03-20 00:00:00,how_to,low,37.2
756,10357,2026-02-18 00:00:00,billing,high,38.0
757,10360,2026-04-25 00:00:00,integration,low,8.0
758,10360,2026-01-13 00:00:00,how_to,medium,26.6
759,10360,2026-02-04 00:00:00,billing,high,17.0
760,10360,2026-03-04 00:00:00,billing,low,31.1
761,10360,2026-04-17 00:00:00,billing,medium,29.3
762,10361,2026-03-17 00:00:00,bug,high,36.5
763,10361,2026-03-16 00:00:00,billing,low,10.5
764,10361,2026-04-14 00:00:00,billing,medium,53.1
765,10361,2026-01-15 00:00:00,how_to,low,42.4
766,10361,2026-04-02 00:00:00,billing,medium,38.1
767,10361,2026-02-21 00:00:00,integration,medium,18.8
768,10362,2026-04-08 00:00:00,how_to,low,20.4
769,10365,2026-02-02 00:00:00,how_to,medium,37.8
770,10365,2026-03-30 00:00:00,how_to,low,14.4
771,10365,2026-01-26 00:00:00,how_to,medium,33.0
772,10365,2026-04-08 00:00:00,how_to,medium,33.0
773,10365,2026-03-18 00:00:00,bug,medium,13.6
774,10366,2026-02-02 00:00:00,integration,medium,18.4
775,10366,2026-02-09 00:00:00,integration,medium,34.9
776,10367,2026-01-09 00:00:00,bug,medium,24.4
777,10368,2026-04-14 00:00:00,how_to,medium,27.1
778,10369,2026-03-23 00:00:00,how_to,medium,1.0
779,10369,2026-02-08 00:00:00,how_to,low,5.9
780,10370,2026-04-24 00:00:00,how_to,medium,29.8
781,10370,2026-03-19 00:00:00,integration,low,19.4
782,10370,2026-04-27 00:00:00,how_to,urgent,29.7
783,10370,2026-01-25 00:00:00,how_to,medium,31.1
784,10371,2026-01-29 00:00:00,billing,low,28.8
785,10372,2026-04-13 00:00:00,bug,medium,49.3
786,10374,2026-04-10 00:00:00,bug,medium,53.2
787,10375,2026-04-11 00:00:00,how_to,medium,33.2
788,10381,2026-01-03 00:00:00,how_to,low,25.2
789,10381,2026-03-18 00:00:00,bug,low,16.9
790,10382,2026-02-19 00:00:00,how_to,medium,27.1
791,10382,2026-04-14 00:00:00,integration,low,5.6
792,10382,2026-03-28 00:00:00,integration,low,39.0
793,10382,2026-01-05 00:00:00,bug,medium,20.2
794,10383,2026-04-23 00:00:00,how_to,medium,25.0
795,10384,2026-01-03 00:00:00,billing,urgent,31.7
796,10386,2026-03-28 00:00:00,how_to,urgent,26.6
797,10386,2026-04-20 00:00:00,billing,high,18.6
798,10386,2026-02-18 00:00:00,how_to,low,56.8
799,10386,2026-04-04 00:00:00,bug,medium,33.7
800,10387,2026-01-30 00:00:00,integration,medium,36.5
801,10388,2026-01-08 00:00:00,how_to,medium,38.9
802,10388,2026-04-15 00:00:00,billing,high,1.0
803,10388,2026-03-01 00:00:00,how_to,medium,15.7
804,10388,2026-04-11 00:00:00,bug,low,3.7
805,10388,2026-04-23 00:00:00,bug,low,22.6
806,10389,2026-03-26 00:00:00,billing,low,41.1
807,10390,2026-04-30 00:00:00,bug,medium,56.3
808,10390,2026-02-17 00:00:00,how_to,high,3.2
809,10390,2026-04-05 00:00:00,how_to,low,24.4
810,10390,2026-02-10 00:00:00,billing,medium,25.9
811,10390,2026-03-20 00:00:00,bug,high,38.3
812,10390,2026-02-02 00:00:00,how_to,medium,37.5
813,10391,2026-01-03 00:00:00,bug,low,12.7
814,10393,2026-01-17 00:00:00,bug,low,27.6
815,10395,2026-03-31 00:00:00,billing,low,32.1
816,10396,2026-01-08 00:00:00,billing,low,8.3
817,10396,2026-02-27 00:00:00,bug,low,31.1
818,10396,2026-01-28 00:00:00,integration,low,24.8
819,10397,2026-02-25 00:00:00,bug,medium,34.3
820,10397,2026-03-16 00:00:00,billing,low,38.3
821,10398,2026-02-12 00:00:00,bug,high,62.5
822,10399,2026-04-06 00:00:00,billing,high,10.2
823,10399,2026-01-13 00:00:00,billing,high,59.6
824,10400,2026-02-02 00:00:00,how_to,medium,22.5
825,10402,2026-03-28 00:00:00,integration,medium,40.8
826,10402,2026-02-15 00:00:00,billing,medium,24.9
827,10402,2026-03-14 00:00:00,billing,medium,43.1
828,10402,2026-03-07 00:00:00,bug,low,25.5
829,10402,2026-01-11 00:00:00,how_to,low,39.5
830,10402,2026-01-18 00:00:00,integration,medium,6.2
831,10402,2026-02-11 00:00:00,billing,medium,23.5
832,10403,2026-04-13 00:00:00,how_to,low,36.1
833,10403,2026-01-25 00:00:00,how_to,urgent,22.5
834,10404,2026-04-30 00:00:00,bug,low,35.3
835,10405,2026-01-19 00:00:00,integration,low,38.5
836,10405,2026-02-16 00:00:00,billing,medium,46.0
837,10405,2026-02-13 00:00:00,bug,low,27.7
838,10405,2026-04-19 00:00:00,integration,high,14.2
839,10405,2026-04-06 00:00:00,bug,low,45.9
840,10405,2026-03-07 00:00:00,integration,medium,27.2
841,10405,2026-03-24 00:00:00,integration,low,24.2
842,10405,2026-03-07 00:00:00,billing,high,11.7
843,10406,2026-01-14 00:00:00,integration,medium,31.1
844,10406,2026-02-16 00:00:00,bug,medium,10.1
845,10406,2026-04-30 00:00:00,billing,high,32.6
846,10406,2026-01-20 00:00:00,bug,low,45.9
847,10406,2026-01-06 00:00:00,how_to,medium,24.1
848,10406,2026-02-15 00:00:00,integration,low,58.0
849,10407,2026-01-17 00:00:00,integration,low,55.3
850,10407,2026-02-25 00:00:00,bug,low,40.1
851,10408,2026-04-26 00:00:00,how_to,medium,11.6
852,10408,2026-02-15 00:00:00,how_to,medium,44.0
853,10408,2026-04-02 00:00:00,how_to,low,25.3
854,10410,2026-02-01 00:00:00,integration,low,47.8
855,10410,2026-04-06 00:00:00,billing,medium,26.4
856,10410,2026-01-04 00:00:00,billing,medium,54.3
857,10410,2026-03-24 00:00:00,billing,low,27.5
858,10410,2026-01-23 00:00:00,bug,high,50.7
859,10410,2026-03-23 00:00:00,billing,low,21.8
860,10411,2026-01-07 00:00:00,bug,medium,27.0
861,10411,2026-04-14 00:00:00,how_to,medium,28.6
862,10411,2026-02-16 00:00:00,how_to,low,45.9
863,10412,2026-03-30 00:00:00,bug,high,7.6
864,10412,2026-04-04 00:00:00,how_to,low,9.3
865,10414,2026-02-07 00:00:00,how_to,medium,39.7
866,10416,2026-01-02 00:00:00,billing,high,33.0
867,10416,2026-01-28 00:00:00,billing,medium,22.4
868,10418,2026-01-28 00:00:00,integration,urgent,52.8
869,10419,2026-04-16 00:00:00,billing,low,25.0
870,10419,2026-02-24 00:00:00,integration,low,16.0
871,10420,2026-01-11 00:00:00,how_to,medium,23.3
872,10420,2026-03-02 00:00:00,billing,medium,1.0
873,10420,2026-04-01 00:00:00,integration,medium,51.4
874,10421,2026-01-21 00:00:00,how_to,medium,33.9
875,10423,2026-04-26 00:00:00,billing,medium,35.5
876,10425,2026-01-10 00:00:00,how_to,low,26.3
877,10425,2026-04-12 00:00:00,billing,low,26.9
878,10426,2026-02-01 00:00:00,how_to,medium,20.3
879,10426,2026-02-09 00:00:00,bug,urgent,4.2
880,10426,2026-04-12 00:00:00,billing,medium,28.8
881,10426,2026-03-03 00:00:00,billing,medium,35.3
882,10426,2026-03-03 00:00:00,how_to,medium,34.1
883,10426,2026-02-15 00:00:00,bug,medium,28.9
884,10426,2026-03-14 00:00:00,how_to,medium,18.6
885,10426,2026-01-21 00:00:00,billing,low,13.0
886,10426,2026-01-31 00:00:00,how_to,low,12.4
887,10426,2026-03-20 00:00:00,how_to,urgent,1.0
888,10427,2026-04-12 00:00:00,integration,low,18.6
889,10428,2026-03-10 00:00:00,billing,low,42.9
890,10428,2026-03-31 00:00:00,integration,high,20.7
891,10428,2026-01-27 00:00:00,bug,medium,14.2
892,10428,2026-02-22 00:00:00,how_to,high,26.2
893,10429,2026-01-16 00:00:00,integration,high,60.8
894,10430,2026-01-04 00:00:00,bug,medium,46.7
895,10430,2026-02-11 00:00:00,how_to,medium,39.0
896,10430,2026-04-19 00:00:00,integration,medium,56.3
897,10430,2026-02-07 00:00:00,how_to,urgent,3.4
898,10430,2026-01-14 00:00:00,bug,low,26.2
899,10430,2026-04-26 00:00:00,bug,medium,40.8
900,10430,2026-04-16 00:00:00,integration,medium,24.6
901,10431,2026-01-01 00:00:00,bug,medium,14.3
902,10431,2026-04-09 00:00:00,how_to,medium,23.0
903,10431,2026-03-10 00:00:00,how_to,medium,44.5
904,10432,2026-04-29 00:00:00,integration,medium,32.8
905,10432,2026-02-15 00:00:00,integration,low,25.0
906,10432,2026-02-05 00:00:00,integration,high,19.1
907,10432,2026-01-18 00:00:00,billing,medium,27.3
908,10432,2026-04-08 00:00:00,integration,high,28.5
909,10432,2026-03-23 00:00:00,how_to,medium,33.1
910,10432,2026-03-26 00:00:00,integration,medium,52.8
911,10434,2026-04-26 00:00:00,bug,medium,18.5
912,10434,2026-02-20 00:00:00,bug,medium,18.8
913,10434,2026-02-09 00:00:00,bug,low,24.5
914,10434,2026-04-17 00:00:00,integration,medium,49.2
915,10434,2026-01-04 00:00:00,integration,low,19.6
916,10434,2026-01-13 00:00:00,billing,low,34.1
917,10434,2026-01-23 00:00:00,billing,low,29.5
918,10434,2026-01-11 00:00:00,integration,high,35.8
919,10434,2026-02-02 00:00:00,how_to,medium,1.0
920,10434,2026-01-01 00:00:00,bug,medium,43.7
921,10434,2026-03-12 00:00:00,billing,medium,1.0
922,10435,2026-02-11 00:00:00,bug,high,31.3
923,10437,2026-04-03 00:00:00,integration,high,32.9
924,10438,2026-02-24 00:00:00,bug,medium,20.6
925,10439,2026-04-06 00:00:00,integration,medium,17.4
926,10439,2026-04-12 00:00:00,billing,low,25.9
927,10440,2026-04-16 00:00:00,billing,urgent,34.4
928,10441,2026-01-15 00:00:00,bug,low,22.9
929,10441,2026-03-10 00:00:00,how_to,low,42.0
930,10441,2026-04-07 00:00:00,bug,medium,15.2
931,10441,2026-03-19 00:00:00,how_to,medium,12.1
932,10441,2026-04-25 00:00:00,billing,medium,24.3
933,10441,2026-02-19 00:00:00,billing,low,33.3
934,10442,2026-02-27 00:00:00,bug,medium,29.6
935,10442,2026-02-13 00:00:00,integration,medium,9.9
936,10443,2026-02-09 00:00:00,integration,medium,26.4
937,10443,2026-04-26 00:00:00,how_to,medium,32.2
938,10443,2026-02-19 00:00:00,how_to,low,34.8
939,10443,2026-01-03 00:00:00,how_to,medium,25.8
940,10445,2026-03-23 00:00:00,billing,low,24.5
941,10446,2026-03-17 00:00:00,integration,low,6.0
942,10447,2026-02-07 00:00:00,how_to,high,13.2
943,10448,2026-04-09 00:00:00,integration,low,39.5
944,10448,2026-01-24 00:00:00,integration,medium,21.5
945,10448,2026-03-15 00:00:00,how_to,low,22.6
946,10449,2026-04-13 00:00:00,integration,low,31.2
947,10449,2026-02-25 00:00:00,billing,urgent,33.7
948,10450,2026-03-01 00:00:00,how_to,medium,28.1
949,10450,2026-02-01 00:00:00,billing,low,29.2
950,10451,2026-04-22 00:00:00,bug,medium,26.2
951,10452,2026-02-08 00:00:00,bug,medium,55.1
952,10452,2026-01-13 00:00:00,how_to,low,1.0
953,10452,2026-04-25 00:00:00,integration,medium,37.0
954,10452,2026-02-13 00:00:00,billing,urgent,25.4
955,10452,2026-04-08 00:00:00,integration,medium,10.7
956,10452,2026-01-09 00:00:00,bug,medium,51.8
957,10452,2026-01-06 00:00:00,bug,medium,1.5
958,10452,2026-01-25 00:00:00,bug,low,51.9
959,10452,2026-03-01 00:00:00,integration,low,32.2
960,10452,2026-02-21 00:00:00,bug,medium,56.7
961,10452,2026-04-08 00:00:00,bug,low,22.3
962,10452,2026-02-17 00:00:00,bug,medium,23.4
963,10452,2026-03-09 00:00:00,how_to,high,28.0
964,10452,2026-01-14 00:00:00,how_to,low,45.2
965,10453,2026-03-08 00:00:00,billing,medium,25.4
966,10453,2026-01-15 00:00:00,how_to,low,21.8
967,10453,2026-02-10 00:00:00,how_to,medium,43.6
968,10454,2026-03-31 00:00:00,integration,high,48.1
969,10455,2026-01-06 00:00:00,billing,high,52.0
970,10456,2026-03-03 00:00:00,bug,low,24.4
971,10456,2026-02-24 00:00:00,how_to,medium,12.1
972,10457,2026-03-04 00:00:00,bug,urgent,50.7
973,10457,2026-02-09 00:00:00,billing,medium,25.5
974,10457,2026-02-12 00:00:00,bug,low,39.3
975,10457,2026-02-09 00:00:00,how_to,medium,31.6
976,10457,2026-02-21 00:00:00,bug,high,30.1
977,10457,2026-02-17 00:00:00,bug,medium,38.1
978,10458,2026-04-28 00:00:00,how_to,urgent,17.5
979,10459,2026-04-25 00:00:00,bug,high,37.3
980,10459,2026-03-25 00:00:00,integration,urgent,19.1
981,10459,2026-03-03 00:00:00,how_to,low,25.9
982,10459,2026-03-22 00:00:00,billing,medium,21.4
983,10460,2026-01-13 00:00:00,integration,low,6.2
984,10461,2026-03-13 00:00:00,billing,medium,72.0
985,10461,2026-01-11 00:00:00,bug,low,18.4
986,10461,2026-04-29 00:00:00,how_to,high,25.5
987,10462,2026-04-28 00:00:00,billing,high,24.5
988,10462,2026-01-13 00:00:00,billing,medium,17.5
989,10462,2026-04-27 00:00:00,integration,low,29.1
990,10463,2026-02-23 00:00:00,bug,medium,30.8
991,10463,2026-04-11 00:00:00,billing,medium,20.0
992,10463,2026-01-20 00:00:00,how_to,low,19.1
993,10463,2026-02-28 00:00:00,integration,low,22.5
994,10463,2026-02-18 00:00:00,how_to,medium,34.0
995,10463,2026-03-31 00:00:00,how_to,high,8.1
996,10463,2026-03-18 00:00:00,how_to,low,31.7
997,10463,2026-03-04 00:00:00,integration,medium,30.5
998,10463,2026-04-02 00:00:00,bug,medium,31.9
999,10463,2026-03-09 00:00:00,integration,medium,31.6
1000,10463,2026-03-11 00:00:00,how_to,low,37.2
1001,10463,2026-04-14 00:00:00,integration,low,39.3
1002,10463,2026-01-23 00:00:00,how_to,medium,40.1
1003,10463,2026-04-22 00:00:00,billing,low,34.7
